b_avg,b_std
0.7090201628591374,0.024589624655967708
0.6619945340636137,0.08207506428674641
0.8986207298727538,0.03642804129783514
0.0,
0.560215989572123,0.05316488331273403
0.690662720440786,0.07339075306269896
0.8416341305984476,0.022675090156874356
0.7519499864534862,0.07733348386576437
0.8653673197605685,0.03948331370253977
0.7037621502334437,
0.6719411778214724,
0.7579592405647698,0.01948671749273914
1.1350787591733216,0.15423525072361094
0.8702362748235584,0.01689208374672599
1.0638812867323924,
0.9260994472415807,0.01191849363539918
0.9989165689734503,0.07556347550619455
0.7102537846743326,0.05796630418952643
1.0076694301058122,0.11411758805462638
0.8958284920889023,0.015178743008376504
0.8011448310488121,0.0476132406744853
0.4663230065908732,0.04072809966851587
0.40652281368576815,0.03162053906096206
0.6521559258254701,0.049613575524889306
0.8797928128635862,0.04451431998188504
0.6999446396123514,0.051573539526613796
0.5858552000233714,0.0501374994872367
0.7860418198173529,0.04823391438736868
0.560215989572123,0.05316488331273403
0.6733779936433054,
0.7542705348345271,0.051696414087187725
1.0282166961764962,0.05052103155872653
0.9566131939105804,0.043795759972667964
0.9461058209359526,
0.0,
0.697191183498479,
1.0898977860173946,
0.47192640706830813,0.05012408296490729
0.6425159602548369,0.12089924120446557
0.865560655278861,
1.048722521248984,0.05077744347597911
0.7090201628591374,0.024589624655967708
0.0,
1.048722521248984,0.05077744347597911
0.0,
0.8231124887044323,0.04508616855895732
0.9996110499950834,0.039504198704051266
0.9797661603361314,0.06033851289990913
0.9201274001308548,0.09437687723470044
0.9235696022804061,0.06550352302844833
