b_avg,b_std
0.7774461339488742,0.0619160558057783
0.8166974438093184,0.02266474594533399
0.9240856614193576,0.007403854636464834
0.835367442893852,0.08923011270959924
0.7071604002796839,0.05431350814049449
0.6761744441119827,0.023327551972793348
0.9420984547980165,0.020824991795739628
1.015046629319114,0.028859155609111207
0.8968313909886673,0.022127462359454175
0.7497989183537441,0.034268840210648216
0.8256894174242937,0.04162165885990135
0.8166974438093184,0.02266474594533399
0.9838503524779794,0.036013408052305504
0.8773784133958225,0.016459596116369407
0.9887737144294673,0.025850267835711094
0.8560921522330305,0.08929934124708697
0.76793004205819,0.016137716506202132
0.7550587769991077,0.006435852611385934
0.8256894174242937,0.04162165885990135
0.8166974438093184,0.02266474594533399
0.7114139180675816,0.018864729114425743
0.7071604002796839,0.05431350814049449
0.6555975583038732,0.027733579103988992
0.6555975583038732,0.027733579103988992
0.9420984547980165,0.020824991795739628
0.9248122147092587,0.005652379033607257
0.7158633599899065,0.016361363905130516
0.9013348166631022,0.0074968071509102785
0.7071604002796839,0.05431350814049449
0.6445666557458898,0.016702676546005574
0.9036962034633292,0.004388635856640732
0.9248122147092587,0.005652379033607257
0.9048359219780853,0.01830852704556371
0.9096297399442006,0.006047287694208099
0.7497989183537441,0.034268840210648216
0.8182713060566349,0.14927934021643582
0.7855498475518645,0.05332512365682748
0.7071604002796839,0.05431350814049449
0.8166974438093184,0.02266474594533399
0.8499555278679385,0.009831964320469844
0.8888463236561096,0.008986486511624116
0.7497989183537441,0.034268840210648216
0.7435470615698808,0.07455509572968166
0.8888463236561096,0.008986486511624116
0.7061680905658424,0.04572828510615379
0.8499555278679385,0.009831964320469844
0.8888463236561096,0.008986486511624116
0.8721153777670434,0.013928074634825132
0.8296163466848022,0.031302470594650855
0.9036962034633292,0.004388635856640732
