b_avg,b_std
0.7791410841146265,0.028429520353302706
0.7482797559755179,0.02242540354028011
0.9506088276548532,0.02309364230053068
0.7870418086308607,0.010168125892416557
0.7347183975766532,0.007691579477176358
0.7322632338803321,0.010146743173497508
0.8808776378667736,0.015146381611959692
1.0592686470524915,0.05804883284722462
0.894751328215997,0.02884440586023307
0.7791410841146265,0.028429520353302706
0.7419814237327667,0.008730140028557015
0.7958610123437743,0.025155852827976277
0.9903454170438672,0.037077667114706905
0.8694211257921913,0.01188972486232956
0.8808776378667736,0.015146381611959692
0.7322632338803321,0.010146743173497508
0.8751958885313551,0.009987525701002031
0.7482797559755179,0.02242540354028011
0.8751958885313551,0.009987525701002031
0.7714798259811695,0.0035712449757329965
0.7329051677482011,0.006896656603243611
0.7347183975766532,0.007691579477176358
0.6112091567931212,0.026714204298555422
0.6112091567931212,0.026714204298555422
0.818218207885306,0.04751304836950798
0.9044362402586205,0.01760575671571729
0.686008114385781,0.07887802289326482
0.8897942920299882,0.011812282019628082
0.7347183975766532,0.007691579477176358
0.6112091567931212,0.026714204298555422
0.8544562000400507,0.013415265662883313
0.9506088276548532,0.02309364230053068
0.9107013996477606,0.014275690743629606
0.9186189961946698,0.006398892231509196
0.7791410841146265,0.028429520353302706
0.7124765386790122,0.07455317758733562
0.9484940446010832,0.010598807289436053
0.7347183975766532,0.007691579477176358
0.7791410841146265,0.028429520353302706
0.8470943462470237,0.015969856327880755
0.8938094707384495,0.012498620083928658
0.7791410841146265,0.028429520353302706
0.8071865580358644,0.025861704944132695
0.8938094707384495,0.012498620083928658
0.6391096395094441,0.023306957903835523
0.8399819060539007,0.06310822331545654
0.8938094707384495,0.012498620083928658
0.878580377523509,0.018677802773731322
0.8848899291386013,0.029661822600468356
0.9119445642747899,0.014686383977549539
