b_avg,b_std
0.667845152326648,0.033567903340463556
0.7444155714472549,0.03176395434552226
0.8946304709993902,0.029892237288867446
0.556897663823708,0.07151478519667998
0.5610980839935817,0.054530963904524526
0.646757113597273,0.038427737685228336
0.7998893456651894,0.02384069226506745
0.8676996123493326,0.06568824853455416
0.8355812999145166,0.03512696352695434
0.7107083504103189,0.04679172646509247
0.5911594051533222,0.1475577550558396
0.7444155714472549,0.03176395434552226
1.141547392576654,
0.8066091107204338,0.023360458637541992
1.0605508169028277,0.08322541008511536
0.9554893716862733,0.020882563628442014
0.9680807276082772,0.04145057460208494
0.6331863248836064,0.03126047146018274
0.9978187439710731,0.08597895323734969
0.8614732233696742,0.013304143028445549
0.6791852904150346,0.033243025851750985
0.5610980839935817,0.054530963904524526
0.3699386151095734,0.015823731734109624
0.7291383987142013,0.050912524934940584
0.8499623205088542,0.03259513203270899
0.7524342605558462,0.053708334845799344
0.5437018961549366,0.026323456550767108
0.8748358300558952,0.033941787586846184
0.6174161185033316,0.055057414140708374
0.6723724968715288,0.0361387355196537
0.765215748828884,0.01720201335923391
1.118672197245857,0.03531052202825669
0.9228557097485055,0.055764523116038425
0.9805390201128752,0.03064349258176005
0.589134655673101,0.08854390446968663
0.7164191083899305,
1.2526325451689204,0.15690697839909434
0.5610980839935817,0.054530963904524526
0.6520453474823976,0.07792033462786596
0.6740638748281236,0.25038228988659783
1.0153850698783717,0.03298228765787404
0.856344774391425,
1.0247796724699865,
1.036735848145158,0.032958538972358814
0.5669747662468795,
0.8027815235150386,0.042196246629707626
1.036735848145158,0.032958538972358814
0.8811904664520418,0.03453081327287845
0.8979691013323939,0.05014562051194661
0.88670896264538,0.08087223085590334
