b_avg,b_std
0.7704150269577856,0.08900291467170382
0.7546219878290163,0.035751927067937256
0.9090367136799264,0.016165195862021964
0.6840063193183086,0.11137978965831008
0.6395547102721977,0.014161881885904087
0.6407077764233748,0.00969227171105631
0.819308126682073,0.019367233180421786
0.9717604778847044,0.03201058533185034
0.8995769346185715,0.023400631890286894
0.7704150269577856,0.08900291467170382
0.6668258933494888,0.006876747560756411
0.7436020186944299,0.04677189620252373
1.1165439529123593,0.10192892840938284
0.8667344931716154,0.04575539346225152
0.9240158334131805,0.09166762103733483
0.9732726069189552,0.010355805641715538
0.9623000470276788,0.04607109730338313
0.6397241675616335,0.021749711882217415
0.9623000470276788,0.04607109730338313
0.8540286454565893,0.009148204406817628
0.769001343748634,0.05124958479302444
0.6395547102721977,0.014161881885904087
0.48087163358695206,0.03749980640961241
0.6602641159970961,0.018012393516309406
0.9790773932184902,0.01131603628351674
0.8942360019304239,0.04299828403919974
0.5801003358842853,0.0072965905751252325
0.9583728404157447,0.020934971590691832
0.6395547102721977,0.014161881885904087
0.5013031146256737,0.029922950544549715
0.777893936784648,0.033940589476101346
1.1417813195608801,0.02537777772264888
0.8928359435821591,0.02326130255216597
0.9715618088819042,0.032659500389270374
0.8146779177986898,0.038730048602823336
0.6527075861111962,0.06552189430231237
0.9741437006980832,0.05787752053453868
0.6395547102721977,0.014161881885904087
0.6214883299550142,0.05031134886030597
0.8516019503921736,0.03611902786652921
0.9214117055700284,0.02946577971520392
0.7704150269577856,0.08900291467170382
0.7764611942345548,0.08810135897422869
0.9316836859595496,0.019193799325682687
0.5537544409271178,0.050342553502964876
0.8572555647831457,0.02486969717596953
0.9316836859595496,0.019193799325682687
0.849676433865207,0.06628869924916256
0.8088910238974952,0.015361386655540384
0.9183809284845607,0.026648396256446424
