b_avg,b_std
0.7161865782110091,0.00896794529082737
0.795213661352066,0.01536282932292432
0.9742904520599547,0.015177135799895797
0.7133348732871516,0.026639543664548127
0.696259433552028,0.010605815112500583
0.6678072690437353,0.01844889612813716
0.8513409894555086,0.012106660873617031
0.9705416981610167,0.03215542975989556
0.8762653771974811,0.021264314413193333
0.7161865782110091,0.00896794529082737
0.6979681938086588,0.024758992898404136
0.795213661352066,0.01536282932292432
1.0087143941342656,0.05311775587805862
0.9125993706795512,0.008880114682277021
0.846682702012234,0.013665744300153788
0.9403198169702172,0.011406664967526375
1.0000121516440619,0.03514640703051678
0.6974572783731976,0.03954938766147978
1.0000121516440619,0.03514640703051678
0.8457311851585225,0.035154694483532284
0.6716499339888005,0.02543457327673826
0.696259433552028,0.010605815112500583
0.6232207762925901,0.011074483211969311
0.6339510677360465,0.019296606323382703
0.9854082191989226,0.027724268015531045
0.9702527182308163,0.012432509496438416
0.5904465639894503,0.009419884796544348
0.8762149481876945,0.05403170072370611
0.696259433552028,0.010605815112500583
0.5905633910303678,0.02409107038229588
0.7790691727937489,0.009198662495788518
0.9742904520599547,0.015177135799895797
0.9145634362105136,0.027106731754927883
0.9663814397891239,0.0075851698724039626
0.7765084089536272,0.05378122224656412
0.9845275694613478,0.052099904389494384
0.9935012610057183,0.03768654740300427
0.696259433552028,0.010605815112500583
0.5707389468918751,0.039954512057678304
0.8948716730718603,0.015255734686146296
0.9125993706795512,0.008880114682277021
0.7161865782110091,0.00896794529082737
0.7624570801584938,0.031722054485629377
0.9125993706795512,0.008880114682277021
0.5749604901584956,0.009865378918597758
0.8351373602623218,0.05632656788164345
0.9125993706795512,0.008880114682277021
0.8724541032422963,0.015282913214333635
0.9518447416316513,0.051121200805447214
0.8724541032422963,0.015282913214333635
