nan,nan
nan,nan
7.399757454136959289e-01,5.738245675959274816e-01
nan,nan
nan,nan
1.574444884601422512e-01,4.278267221429443712e-02
8.276767959091062554e-01,7.486273889484585942e-01
nan,nan
2.089521827390505848e-02,1.687007799699391519e-02
nan,nan
nan,nan
7.994294269689665722e-01,7.572308662397491119e-01
nan,nan
5.735112674404007072e-01,7.082138287274379884e-01
3.386190369389308064e-01,5.635312539972319179e-01
7.655320468039183979e-03,2.118928352124793690e-03
1.878638100355919383e-01,3.353418805606677155e-01
nan,nan
nan,nan
5.135923076501063278e-01,3.339096199686959476e-01
nan,nan
nan,nan
nan,nan
nan,nan
2.543706742728781833e-01,1.397827340905763993e-01
nan,nan
nan,nan
nan,nan
7.091942579999033214e-02,4.465472146076132631e-02
5.708095672772897089e-01,3.443171485817940747e-01
5.693211819411140295e-01,nan
6.767749495321873088e-01,6.281058413038099753e-01
2.453070793752010204e-04,1.784364815334504861e-03
4.604118669827603760e-01,7.024318693313202910e-01
6.485919574930498754e-02,1.371052691628840137e-01
nan,nan
6.022846732687983096e-01,8.019706329260385402e-01
1.968069325464292252e-01,1.067063916503185883e-01
nan,nan
nan,nan
2.001624952599025953e-01,1.886410565274740936e-01
nan,nan
3.372849216693896146e-03,2.068876821973608671e-02
1.832642211287127676e-02,2.813360700058675778e-02
nan,nan
9.781290218008499293e-01,9.887703968778670527e-01
nan,nan
2.425981206273390978e-01,5.820806602589492229e-01
3.024027953983148276e-01,2.306018729587563376e-01
4.248490558496853531e-03,9.440534794352695158e-04
4.683274988490392365e-01,2.610323942662068353e-01
nan,nan
