nan,nan
nan,nan
2.003801248333247909e-02,1.597340639610878021e-02
nan,nan
nan,nan
2.399533816532795072e-05,2.738008250247059294e-05
2.241538458416003632e-02,4.092414570260816120e-02
nan,nan
8.671911286465716628e-03,7.003138759837823635e-03
nan,nan
nan,nan
5.043646079215813316e-03,4.528637510028854507e-03
nan,nan
1.959684283418648976e-01,3.256673794251117027e-01
1.775346422361101517e-02,1.083000567511520629e-01
1.574507397791524710e-03,2.048916464835626172e-03
6.106360802594439363e-01,4.830194268737448837e-01
nan,nan
nan,nan
3.359105945420114425e-01,3.750163910281952839e-01
nan,nan
nan,nan
nan,nan
nan,nan
5.722000375026214947e-01,4.417092521065115740e-01
nan,nan
nan,nan
nan,nan
1.689182627148233529e-03,2.154102754711750833e-02
2.008464844686230766e-01,2.330861070961844916e-01
8.673615035129980111e-01,nan
2.045204808484523129e-01,3.539903010360156976e-01
6.759091687768159495e-02,5.442392816843466541e-02
9.185306009632854263e-02,4.177661297746682045e-02
6.084021776635872847e-02,4.178005483571811673e-02
nan,nan
3.416903759867251367e-03,7.515442748240674931e-03
6.726233818573738032e-01,8.020928867053289668e-01
nan,nan
nan,nan
1.049706006852635376e-02,8.331126364985230737e-03
nan,nan
9.694978153618194483e-11,7.995604178745452373e-12
1.467165711402362849e-01,7.279888190211925014e-02
nan,nan
2.956049549756980532e-01,5.933670595949341875e-01
nan,nan
1.885076335026774075e-01,3.868651698750257273e-01
5.721587001779138149e-02,4.949607156756885562e-02
1.246025657553828658e-03,8.365094520466853645e-03
1.244951936123506187e-04,2.970032059144145364e-04
nan,nan
