nan,nan
nan,nan
6.054339208034654751e-01,4.497329962742434573e-01
nan,nan
nan,nan
6.543827133699446907e-01,4.630503860340653421e-01
8.292623503851633826e-01,7.503715091757505729e-01
nan,nan
1.809835954705829586e-02,1.387341788707430190e-02
nan,nan
nan,nan
6.639454374399669234e-01,6.321320142179389645e-01
nan,nan
5.583015993558688717e-01,6.739181035153604116e-01
3.843060412513245039e-01,6.671776924352192939e-01
4.745414318638285778e-03,2.709940517311770769e-03
2.610293218710558749e-01,nan
nan,nan
nan,nan
3.051183965893500272e-01,1.995366209865354623e-01
nan,nan
nan,nan
nan,nan
nan,nan
9.639862238983840648e-01,7.876443337700922420e-01
nan,nan
nan,nan
1.063842497081298744e-01,8.267200977766053782e-02
4.862251868926280585e-01,2.608539613472354857e-01
4.851609470055594509e-01,nan
9.528272121659192573e-01,8.600503911479054908e-01
1.068674678739367501e-02,3.973389285626249823e-02
5.719084502594681263e-01,nan
4.959543083348133541e-01,6.921410794938700484e-01
nan,nan
6.833014105227578350e-01,8.702297713412059377e-01
nan,nan
nan,nan
nan,nan
4.050902404764635811e-01,3.955066174662730250e-01
3.224046839365501960e-03,1.928493542731901655e-02
2.060103248797995334e-02,2.682922615876248695e-02
nan,nan
9.780102437132356386e-01,9.887737252432998725e-01
nan,nan
3.856691443765430938e-01,7.743701312426332084e-01
3.726693992182092963e-01,2.641876522233050917e-01
1.130958835989193112e-02,3.856353737417328453e-03
8.904363258012012450e-01,8.069886194301547633e-01
nan,nan
