nan,nan
nan,nan
1.417025672017413473e-02,1.604538957159229451e-02
nan,nan
nan,nan
1.208744518648718902e-03,2.282312186771551232e-03
2.220287884567506698e-02,4.023979473083094671e-02
nan,nan
3.923650294243552494e-02,9.552182409220510984e-03
nan,nan
nan,nan
1.345385339302618277e-03,1.801101469245502962e-03
nan,nan
4.650017348606823031e-01,5.684525747290849473e-01
4.531539661574723876e-02,1.690129857376110323e-01
1.476646695822148025e-03,4.698516307883204846e-03
4.935572994048434969e-01,nan
nan,nan
nan,nan
4.017586691607443194e-01,5.111507144468556696e-01
nan,nan
nan,nan
nan,nan
nan,nan
4.938229798629374390e-01,nan
nan,nan
nan,nan
6.240879687174349932e-03,3.798003007376626883e-02
1.865650764737423195e-01,2.197772066400018875e-01
8.420806079819602719e-01,nan
3.915535455362165740e-01,4.820505204024999601e-01
5.178880812424857538e-02,1.829221024238707471e-01
2.313785886922277157e-01,nan
1.994409999793774757e-01,1.681326840583223792e-01
2.494195137346499891e-02,nan
nan,nan
nan,nan
nan,nan
4.811853098845109145e-02,1.415382110315122066e-02
1.213022349233483510e-09,7.201506058152062906e-11
1.482941582499985866e-01,6.715405339129321138e-02
nan,nan
2.965217570229511379e-01,5.928319835731128418e-01
nan,nan
2.933856885406468384e-01,3.702055836342058592e-01
2.070981559400639771e-01,2.081728381439162945e-01
7.106736406364722036e-03,2.228722450362297103e-02
6.324663782228401310e-03,1.253525784780740171e-02
nan,nan
