,b_sequence,std_sequence,p_l_sequence,b_close_after,std_close_after,p_l_close_after,b_close_before,std_close_before,p_l_close_before,b_far_after,std_far_after,p_l_far_after,b_far_before,std_far_before,p_l_far_before,b_before,std_before,p_l_before,b_after,std_after,p_l_after,b_close,std_close,p_l_close,b_far,std_far,p_l_far,b_before1,std_before1,p_l_before1,b_before2,std_before2,p_l_before2,b_before1_close,std_before1_close,p_l_before1_close,b_before2_close,std_before2_close,p_l_before2_close
1953386,0.8940041122931092,0.08208726552837413,0.5179786758625216,0.7832210732648708,0.10164859553379967,0.28908735204826824,,,,,,,,,,,,,0.84841934930987,0.09006584089493896,0.6352158045440947,0.7832210732648708,0.10164859553379967,0.26266318408975053,,,,,,,,,,,,,,,
1996579,0.44083906671109,0.03131097142487356,0.04962751867105485,,,,,,,,,,0.4723074681880998,0.047110339154236736,0.21304955809035608,0.4390548569908171,0.036939377468394305,0.09314469948760125,,,,,,,0.4711744066983315,0.03962912257570954,0.11464614091231055,,,,,,,,,,,,
2031462,0.5494425389568142,0.043746378267950886,0.854122841551035,0.5708052065806594,0.05852516318596503,0.2684104998345262,,,,,,,,,,,,,0.6240106588274185,0.05688676645187218,0.830688990859665,0.5435766232259267,0.05155523922002297,0.30160834077436455,0.5571880986778205,0.07622238467953964,0.6844241137931344,,,,,,,,,,,,
2097734,0.8510161304363099,0.04807867814714656,0.4225003048984986,,,,,,,0.8087985771313236,0.05728732660509614,0.41648582215737134,0.8551055326396246,0.08991054446976235,0.8029532307545394,0.828818909262269,0.08960422053537545,0.8898491908997843,0.8614602618044684,0.05675098487293066,0.42181213973200604,,,,0.8249723170243887,0.04853076015292013,0.30547288731796224,,,,,,,,,,,,
2106340,0.9087028084298281,0.02852031668377363,0.7087248661399181,0.8852278289389756,0.04256804753055593,0.6872815342700462,0.7568980219876202,0.07338557971781831,0.6705391614761257,0.8676368954771122,0.070812585621254,0.2423048786309507,1.0350738515689824,0.05393353246547688,0.7149814209778319,0.9477172933631001,0.04491222160000058,0.7031368550583464,0.8817084477130753,0.03681997140975294,0.853703154458001,0.8578188699442774,0.03701796265616425,0.5303098360639945,0.9854193407115477,0.0433942417814326,0.3339148809686429,1.0426088454211853,0.0738026166068036,0.8605997228557446,0.8690488089063201,0.055120655695041355,0.5607664128270768,0.8350261983026739,0.12485678021238808,0.7358007715362704,0.6932649137596788,0.08808828171945472,0.8291820754256094
2124733,0.8670769531189904,0.06048565051124952,0.2903030248866076,0.854503908410058,0.06509918369242684,0.5257126507398284,,,,,,,,,,,,,0.8350613284331821,0.0644427954975141,0.4166863572145384,0.8473427238801086,0.06344127817665865,0.48070839168515195,,,,,,,,,,,,,,,
2174438,0.5795824808479664,0.03060641138104863,0.040045494752525085,,,,,,,,,,0.5714750867566507,0.03373240234497554,0.036817551744017296,0.5619497646175247,0.03258826722146482,0.02665459529542289,,,,,,,0.5719073261191907,0.03166289167998725,0.04235961281770191,0.6205122498488703,0.04753777628461836,0.058586978115933136,0.5134997390879715,0.04330423447964298,0.22087364108533616,,,,,,
2255332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355765,0.8896443187483152,0.01678798419349519,0.8844251201545945,0.8424075263838353,0.028757914307078206,0.5303341990283635,,,,0.9830421799966167,0.06119312083364512,0.21067498712398394,0.9045678161653875,0.02219190396454909,0.7878794431921889,0.9016242076962423,0.02184593413427541,0.8045908037029741,0.8703401426570975,0.02616970903223755,0.5574434950722528,0.8395751001415692,0.02797596338244409,0.5076606332295107,0.9133638213828171,0.020894284551183563,0.7817246346433915,0.864292237021726,0.029612202300838233,0.9002165361434749,0.9422917436028493,0.03218602164788237,0.8384843930961737,,,,,,
2414935,0.6638495969209914,0.018917422302881303,0.08455921037811129,,,,0.5615459059352511,0.048740988622831896,0.4386538502701343,0.6035985336460166,0.05975123886408235,0.4030538794072147,0.682382797606455,0.021773336449795448,0.039352464604467396,0.666571151280257,0.020017198967895646,0.02770959697164367,0.6406110139312496,0.05803310025886134,0.24644981456783174,0.5958568998424404,0.0484595204439323,0.24345978193996948,0.6744643819228642,0.02049140340546106,0.08790424561701757,0.6615526604129811,0.027993059279570874,0.31244302884082303,0.6716544927200496,0.028661243782704092,0.12209798062321182,,,,,,
